rank	formulaRank	#adducts	#predictedFPs	ConfidenceScore	CSI:FingerIDScore	ZodiacScore	SiriusScore	molecularFormula	adduct	InChIkey2D	InChI	name	smiles	xlogp	pubchemids	links	dbflags	ionMass	retentionTimeInSeconds	id
524	1	1	1	0.320039073705426	-88.0315613307488	1	232.973604081718	C32H60O7	[M - H4O2 + H]+	YMFLYOWVMZBYQS	InChI=1S/C32H60O7/c1-4-6-8-10-12-14-16-18-20-22-24-31(34)36-26-30(39-28-38-29(3)33)27-37-32(35)25-23-21-19-17-15-13-11-9-7-5-2/h30H,4-28H2,1-3H3	[2-(acetyloxymethoxy)-3-tridecanoyloxypropyl] tridecanoate	CCCCCCCCCCCCC(=O)OCC(COC(=O)CCCCCCCCCCCC)OCOC(=O)C	11.3000002	19753446	PubChem:(19753446)	2	521.421325683594	590.5202293396	2886_ms2_res_3856
525	2	2	6	0.319780279520497	-182.610644163513	0.414070351758794	19.5379895112877	C14H12N3O3P	[M + H]+	BWQAEAIVVXWDBZ	InChI=1S/C14H12N3O3P/c18-21(19,20)9-10-5-6-15-13(7-10)14-16-8-11-3-1-2-4-12(11)17-14/h1-8H,9H2,(H2,18,19,20)	null	C1=CC=C2C(=C1)C=NC(=N2)C3=NC=CC(=C3)CP(=O)(O)O	0.100000001	58175935	PubChem:(58175935)	2	302.070007324219	518.530139923096	2527_ms2_res_3370
526	1	2	2	0.318888811947653	-3.58774059524587	1	130.062787183876	C17H34O2	[M + H]+	FLIACVVOZYBSBS	InChI=1S/C17H34O2/c1-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17(18)19-2/h3-16H2,1-2H3	Uniphat A60	CCCCCCCCCCCCCCCC(=O)OC	6.56513977	8181;12233501;10378565;16122098;16122099;25240711;25240712;25241006;25241008;71309087;71480096;90848369;101144974;101144975;101666390;102602134;129728029;131668202	HMDB:(61859);PubChem class - food;SuperNatural:(SN00161142);ZINC bio:(ZINC43871947);additional;HSDB:(112-39-0);MeSH:(8181);PubMed;NORMAN:(NS00006070);COCONUT:(CNP0274232 CNP0365674);KNApSAcK:(30755);Natural Products:(UNPD145843);PubChem:(8181 12233501 10378565 16122098 16122099 25240711 25240712 25241006 25241008 71309087 71480096 90848369 101144974 101144975 101666390 102602134 129728029 131668202);YMDB Mine;CHEBI:(69187);PubChem class - bio and metabolites;EcoCyc Mine;KEGG:(C16995);PubChem class - safety and toxic	51761685374	271.263214111328	617.813415527344	3025_ms2_res_4042
527	1	2	2	0.31839071939129	-5.67683451198957	1	27.5633463170416	C7H6O3	[M - H2O + H]+	YGSDEFSMJLZEOE	InChI=1S/C7H6O3/c8-6-4-2-1-3-5(6)7(9)10/h1-4,8H,(H,9,10)	Domerine	C1=CC=C(C(=C1)C(=O)O)O	0.897568285	338;134971;450660;12217761;12217763;12217766;12217770;18681510;46782907;46782908;54675850;57607825;57607831;71309006;90646838;90139690;102100676;102331052;102602065;118212070;123799354;131698722;135034635	HMDB:(1895);PubChem class - food;SuperNatural:(SN00308797 SN00000130);ZINC bio:(ZINC00001554);additional;HSDB:(69-72-7);MeSH:(338);Plantcyc:(CPD-110);PubMed;NORMAN:(NS00010274);COCONUT:(CNP0219773 CNP0230203);KNApSAcK:(206);Natural Products:(UNPD59192);PubChem:(338 134971 450660 12217761 12217763 12217766 12217770 18681510 46782907 46782908 54675850 57607825 57607831 71309006 90646838 90139690 102100676 102331052 102602065 118212070 123799354 131698722 135034635);CHEBI:(16914 30762);PubChem class - bio and metabolites;KEGG:(C00805);PubChem class - safety and toxic;YMDB:(1322);Training Set;PubChem class - drug;Biocyc:(CPD-110 SMA-0000503)	255847294	121.028610229492	516.982841491699	2520_ms2_res_3360
528	2	2	2	0.317225453836237	-57.6988991353087	1	-0.623403952975988	C2H4O2P2	[M - H2O + H]+	OXOZQHCYVDGSGS	InChI=1S/C2H4O2P2/c1-4-6(3)5-2/h2H,1H3	null	COP(=O)=P#C	-0.400000006	117682861	PubChem:(117682861)	2	104.963531494141	711.896953582764	3482_ms2_res_4674
529	1	2	2	0.316628192353179	-9.55791958590585	1	53.5804726081023	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	362.292137145996	1765_ms2_res_2354
530	1	2	2	0.31608891821089	-70.5311332942354	1	54.8340846900739	C23H41NO5	[M - H2O + H]+	CPHHQDCIGLXPCO	InChI=1S/C23H41NO5/c1-5-6-7-8-9-10-11-12-13-14-15-16-20(25)17-23(28)29-21(18-22(26)27)19-24(2,3)4/h7-8,10-11,20-21,25H,5-6,9,12-19H2,1-4H3/p+1	9-cis,12-cis-3-hydroxyhexadecadienoylcarnitine	CCCC=CCC=CCCCCCC(CC(=O)OC(CC(=O)O)C[N+](C)(C)C)O	4.0999999	71464484;71464485	PubChem:(71464484 71464485);CHEBI:(73109)	34	394.295196533203	481.385078430176	2342_ms2_res_3123
531	1	1	1	0.315219909208325	-16.4760601816402	1	8101.92551185793	C23H46NO7P	[M + Na]+	PYVRVRFVLRNJLY	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)	1-18:1-lysoPE	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.5	9547071;9547072;25244076;58177709;71571631;74413339;101048331;101926648;123672547;124390050	HMDB:(11506);additional;Plantcyc:(CPD-8355);PubMed;Lipid:(LPE(18:1));COCONUT:(CNP0346650);PubChem:(9547071 9547072 25244076 58177709 71571631 74413339 101048331 101926648 123672547 124390050);CHEBI:(75168 74971 60287);PubChem class - bio and metabolites;YMDB:(1207);Training Set;Biocyc:(CPD-8355 SMA-0000030)	4314581098	502.293701171875	562.727222442627	2745_ms2_res_3664
532	1	1	1	0.315181534159718	-16.4786752934364	1	8101.92551185793	C23H46NO7P	[M + Na]+	PYVRVRFVLRNJLY	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)	1-18:1-lysoPE	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.5	9547071;9547072;25244076;58177709;71571631;74413339;101048331;101926648;123672547;124390050	HMDB:(11506);additional;Plantcyc:(CPD-8355);PubMed;Lipid:(LPE(18:1));COCONUT:(CNP0346650);PubChem:(9547071 9547072 25244076 58177709 71571631 74413339 101048331 101926648 123672547 124390050);CHEBI:(75168 74971 60287);PubChem class - bio and metabolites;YMDB:(1207);Training Set;Biocyc:(CPD-8355 SMA-0000030)	4314581098	502.293518066406	558.533248901367	2724_ms2_res_3635
533	1	1	1	0.315181534159718	-16.4786752934364	1	8101.92551185793	C23H46NO7P	[M + Na]+	PYVRVRFVLRNJLY	InChI=1S/C23H46NO7P/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-23(26)29-20-22(25)21-31-32(27,28)30-19-18-24/h9-10,22,25H,2-8,11-21,24H2,1H3,(H,27,28)	1-18:1-lysoPE	CCCCCCCCC=CCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O	2.5	9547071;9547072;25244076;58177709;71571631;74413339;101048331;101926648;123672547;124390050	HMDB:(11506);additional;Plantcyc:(CPD-8355);PubMed;Lipid:(LPE(18:1));COCONUT:(CNP0346650);PubChem:(9547071 9547072 25244076 58177709 71571631 74413339 101048331 101926648 123672547 124390050);CHEBI:(75168 74971 60287);PubChem class - bio and metabolites;YMDB:(1207);Training Set;Biocyc:(CPD-8355 SMA-0000030)	4314581098	502.293518066406	554.864616394043	2705_ms2_res_3610
534	1	1	1	0.313399550466946	-151.431092860138	1	37.6504808070005	C11H13NO3	[M - H2O + H]+	XINKZRRAVQNCLX	InChI=1S/C11H13NO3/c13-6-10(14)11(15)8-5-12-9-4-2-1-3-7(8)9/h1-5,10-15H,6H2	3-Indolylglycerol	C1=CC=C2C(=C1)C(=CN2)C(C(CO)O)O	-0.100000001	192886	COCONUT:(CNP0243229);Natural Products:(UNPD146061);PubChem:(192886);YMDB Mine;EcoCyc Mine;MeSH:(192886);PubMed;KEGG Mine	60131672134	190.086563110352	349.280662536621	1702_ms2_res_2270
535	1	2	2	0.313345326904827	-105.373618715078	1	215.798227077945	C28H52O5	[M + H]+	XRJDUZIYFNWHSD	InChI=1S/C28H52O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-19-25(29)21-18-22-27(31)24-26(30)20-16-14-17-23-28(32)33/h6-7,12-13,25-27,29-31H,2-5,8-11,14-24H2,1H3,(H,32,33)	null	CCCCCC=CCCCCC=CCCC(CCCC(CC(CCCCCC(=O)O)O)O)O	7	50916846;75581403;126648971	PubChem:(50916846 75581403 126648971)	2	469.389038085938	595.097007751465	2908_ms2_res_3886
536	1	2	2	0.313345326904827	-105.373618715078	1	215.798227077945	C28H52O5	[M + H]+	XRJDUZIYFNWHSD	InChI=1S/C28H52O5/c1-2-3-4-5-6-7-8-9-10-11-12-13-15-19-25(29)21-18-22-27(31)24-26(30)20-16-14-17-23-28(32)33/h6-7,12-13,25-27,29-31H,2-5,8-11,14-24H2,1H3,(H,32,33)	null	CCCCCC=CCCCCC=CCCC(CCCC(CC(CCCCCC(=O)O)O)O)O	7	50916846;75581403;126648971	PubChem:(50916846 75581403 126648971)	2	469.38916015625	591.603984832764	2891_ms2_res_3863
537	1	1	1	0.313319815305428	-151.469945236389	1	37.6504808070005	C11H13NO3	[M - H2O + H]+	XINKZRRAVQNCLX	InChI=1S/C11H13NO3/c13-6-10(14)11(15)8-5-12-9-4-2-1-3-7(8)9/h1-5,10-15H,6H2	3-Indolylglycerol	C1=CC=C2C(=C1)C(=CN2)C(C(CO)O)O	-0.100000001	192886	COCONUT:(CNP0243229);Natural Products:(UNPD146061);PubChem:(192886);YMDB Mine;EcoCyc Mine;MeSH:(192886);PubMed;KEGG Mine	60131672134	190.086563110352	352.944431304932	1720_ms2_res_2294
538	1	1	1	0.311566023554006	-47.1642580018542	1	101.354784283668	C9H10O3	[M - H2O + H]+	NWCHELUCVWSRRS	InChI=1S/C9H10O3/c1-9(12,8(10)11)7-5-3-2-4-6-7/h2-6,12H,1H3,(H,10,11)	ACMC-20apgu	CC(C1=CC=CC=C1)(C(=O)O)O	1.07231712	1303;736858;445144;3015501;6932632;6932633;101987535;101987536	NORMAN:(NS00043616);COCONUT:(CNP0021992);HMDB:(142137);PubChem:(1303 736858 445144 3015501 6932632 6932633 101987535 101987536);SuperNatural:(SN00215778);CHEBI:(50392 40741);ZINC bio:(ZINC00161956 ZINC00161958);PubChem class - bio and metabolites;MeSH:(1303);YMDB:(1774);PubMed	20258926	149.059982299805	163.790316581726	808_ms2_res_1078
539	1	2	2	0.310238044402992	-9.66941614874175	1	39.171054090373	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	351.204414367676	1712_ms2_res_2283
540	1	1	1	0.309819361841517	-8.35857397058322	1	167.771726529928	C21H38O4	[M + H3N + H]+	WECGLUPZRHILCT	InChI=1S/C21H38O4/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-21(24)25-19-20(23)18-22/h6-7,9-10,20,22-23H,2-5,8,11-19H2,1H3	Emalsy MU	CCCCCC=CCC=CCCCCCCCC(=O)OCC(CO)O	5.67019749	92175;117319;5283469;6256628;6436630;40565473;40565474;40489139;44449110;71749806;124511008;124389150	HMDB:(11568);SuperNatural:(SN00307909 SN00011282 SN00011283 SN00399738);ZINC bio:(ZINC04557100 ZINC04557101);additional;MeSH:(117319 5283469 6256628 6436630);PubMed;NORMAN:(NS00013703);COCONUT:(CNP0177983);KNApSAcK:(40789);Natural Products:(UNPD29468 UNPD106192 UNPD193801);PubChem:(92175 117319 5283469 6256628 6436630 40565473 40565474 40489139 44449110 71749806 124511008 124389150);YMDB Mine;CHEBI:(75568 75565 75563 75561);PubChem class - bio and metabolites;Training Set;KEGG Mine	42970439806	372.310760498047	576.017360687256	2812_ms2_res_3755
541	1	2	2	0.309027014465518	-9.65021038111922	1	46.5815275442743	C16H22O4	[M + H]+	DOIRQSBPFJWKBE	InChI=1S/C16H22O4/c1-3-5-11-19-15(17)13-9-7-8-10-14(13)16(18)20-12-6-4-2/h7-10H,3-6,11-12H2,1-2H3	Hatcol DBP	CCCCOC(=O)C1=CC=CC=C1C(=O)OCCCC	4.27248192	3026;171810;16213410;102601147	HMDB:(33244);PubChem class - food;SuperNatural:(SN00002502);ZINC bio:(ZINC01693431);additional;HSDB:(84-74-2);MeSH:(3026);PubMed;NORMAN:(NS00010095);COCONUT:(CNP0076203 CNP0105770);Natural Products:(UNPD71190);PubChem:(3026 171810 16213410 102601147);CHEBI:(34687);PubChem class - bio and metabolites;KEGG:(C14214);PubChem class - safety and toxic;Training Set;PubChem class - drug	255648622	279.159088134766	354.788274765015	1729_ms2_res_2306
542	1	2	2	0.30877424200126	-25.1336459370109	1	44.0488522126628	C6H11NO2	[M + H]+	HXEACLLIILLPRG	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	l-homopro	C1CCNC(C1)C(=O)O	0.409418315	849;736316;439227;5460224;5460453;5461049;10582823;10630514;10678273;6931662;6931663;10725378;10796770;16213566;21637287;25200477;71772203;73818087;71309976;129831070	HMDB:(70 716 5960 62767);SuperNatural:(SN00001184 SN00381447);ZINC bio:(ZINC00157014 ZINC00157015);additional;MeSH:(849 439227);Plantcyc:(L-PIPECOLATE);PubMed;NORMAN:(NS00015339);COCONUT:(CNP0144302 CNP0148927);KNApSAcK:(1387);Natural Products:(UNPD182639 UNPD37704);PubChem:(849 736316 439227 5460224 5460453 5461049 10582823 10630514 10678273 6931662 6931663 10725378 10796770 16213566 21637287 25200477 71772203 73818087 71309976 129831070);CHEBI:(30633 61185 36110 18703 30913 17964 41582);PubChem class - bio and metabolites;KEGG:(C00408);PubChem class - safety and toxic;YMDB:(1675);Training Set;Biocyc:(CPD-11619 L-PIPECOLATE)	88074622	130.086532592773	62.3312902450562	309_ms2_res_412
543	1	2	2	0.30877424200126	-25.1336459370109	1	44.0488522126628	C6H11NO2	[M + H]+	HXEACLLIILLPRG	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	l-homopro	C1CCNC(C1)C(=O)O	0.409418315	849;736316;439227;5460224;5460453;5461049;10582823;10630514;10678273;6931662;6931663;10725378;10796770;16213566;21637287;25200477;71772203;73818087;71309976;129831070	HMDB:(70 716 5960 62767);SuperNatural:(SN00001184 SN00381447);ZINC bio:(ZINC00157014 ZINC00157015);additional;MeSH:(849 439227);Plantcyc:(L-PIPECOLATE);PubMed;NORMAN:(NS00015339);COCONUT:(CNP0144302 CNP0148927);KNApSAcK:(1387);Natural Products:(UNPD182639 UNPD37704);PubChem:(849 736316 439227 5460224 5460453 5461049 10582823 10630514 10678273 6931662 6931663 10725378 10796770 16213566 21637287 25200477 71772203 73818087 71309976 129831070);CHEBI:(30633 61185 36110 18703 30913 17964 41582);PubChem class - bio and metabolites;KEGG:(C00408);PubChem class - safety and toxic;YMDB:(1675);Training Set;Biocyc:(CPD-11619 L-PIPECOLATE)	88074622	130.086502075195	38.9488613605499	183_ms2_res_244
544	1	2	2	0.308559760370422	-25.1434097830607	1	44.0488522126628	C6H11NO2	[M + H]+	HXEACLLIILLPRG	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	l-homopro	C1CCNC(C1)C(=O)O	0.409418315	849;736316;439227;5460224;5460453;5461049;10582823;10630514;10678273;6931662;6931663;10725378;10796770;16213566;21637287;25200477;71772203;73818087;71309976;129831070	HMDB:(70 716 5960 62767);SuperNatural:(SN00001184 SN00381447);ZINC bio:(ZINC00157014 ZINC00157015);additional;MeSH:(849 439227);Plantcyc:(L-PIPECOLATE);PubMed;NORMAN:(NS00015339);COCONUT:(CNP0144302 CNP0148927);KNApSAcK:(1387);Natural Products:(UNPD182639 UNPD37704);PubChem:(849 736316 439227 5460224 5460453 5461049 10582823 10630514 10678273 6931662 6931663 10725378 10796770 16213566 21637287 25200477 71772203 73818087 71309976 129831070);CHEBI:(30633 61185 36110 18703 30913 17964 41582);PubChem class - bio and metabolites;KEGG:(C00408);PubChem class - safety and toxic;YMDB:(1675);Training Set;Biocyc:(CPD-11619 L-PIPECOLATE)	88074622	130.086517333984	58.4409856796265	288_ms2_res_384
545	1	2	2	0.308559760370422	-25.1434097830607	1	44.0488522126628	C6H11NO2	[M + H]+	HXEACLLIILLPRG	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	l-homopro	C1CCNC(C1)C(=O)O	0.409418315	849;736316;439227;5460224;5460453;5461049;10582823;10630514;10678273;6931662;6931663;10725378;10796770;16213566;21637287;25200477;71772203;73818087;71309976;129831070	HMDB:(70 716 5960 62767);SuperNatural:(SN00001184 SN00381447);ZINC bio:(ZINC00157014 ZINC00157015);additional;MeSH:(849 439227);Plantcyc:(L-PIPECOLATE);PubMed;NORMAN:(NS00015339);COCONUT:(CNP0144302 CNP0148927);KNApSAcK:(1387);Natural Products:(UNPD182639 UNPD37704);PubChem:(849 736316 439227 5460224 5460453 5461049 10582823 10630514 10678273 6931662 6931663 10725378 10796770 16213566 21637287 25200477 71772203 73818087 71309976 129831070);CHEBI:(30633 61185 36110 18703 30913 17964 41582);PubChem class - bio and metabolites;KEGG:(C00408);PubChem class - safety and toxic;YMDB:(1675);Training Set;Biocyc:(CPD-11619 L-PIPECOLATE)	88074622	130.086471557617	35.4363656044006	163_ms2_res_218
546	1	2	2	0.308559760370422	-25.1434097830607	1	44.0488522126628	C6H11NO2	[M + H]+	HXEACLLIILLPRG	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	l-homopro	C1CCNC(C1)C(=O)O	0.409418315	849;736316;439227;5460224;5460453;5461049;10582823;10630514;10678273;6931662;6931663;10725378;10796770;16213566;21637287;25200477;71772203;73818087;71309976;129831070	HMDB:(70 716 5960 62767);SuperNatural:(SN00001184 SN00381447);ZINC bio:(ZINC00157014 ZINC00157015);additional;MeSH:(849 439227);Plantcyc:(L-PIPECOLATE);PubMed;NORMAN:(NS00015339);COCONUT:(CNP0144302 CNP0148927);KNApSAcK:(1387);Natural Products:(UNPD182639 UNPD37704);PubChem:(849 736316 439227 5460224 5460453 5461049 10582823 10630514 10678273 6931662 6931663 10725378 10796770 16213566 21637287 25200477 71772203 73818087 71309976 129831070);CHEBI:(30633 61185 36110 18703 30913 17964 41582);PubChem class - bio and metabolites;KEGG:(C00408);PubChem class - safety and toxic;YMDB:(1675);Training Set;Biocyc:(CPD-11619 L-PIPECOLATE)	88074622	130.086517333984	48.7199914455414	237_ms2_res_316
547	1	2	2	0.308546406120141	-23.1377060364029	1	120.588909636043	C8H15NO2S	[M + H]+	ULHWZNASVJIOEM	InChI=1S/C8H15NO2S/c1-6(2)3-4-12-5-7(9)8(10)11/h3,7H,4-5,9H2,1-2H3,(H,10,11)	Prenisteina	CC(=CCSCC(C(=O)O)N)C	-1.20000005	21359;5121218;25200435;28183222	COCONUT:(CNP0119163);HMDB:(12286);PubChem:(21359 5121218 25200435 28183222);CHEBI:(136985 47914);ZINC bio:(ZINC01530546 ZINC19440143);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(S-PRENYL-L-CYSTEINE)	69232746	190.089965820313	261.651592254639	1284_ms2_res_1712
548	1	2	2	0.308546406120141	-23.1377060364029	1	120.588909636043	C8H15NO2S	[M + H]+	ULHWZNASVJIOEM	InChI=1S/C8H15NO2S/c1-6(2)3-4-12-5-7(9)8(10)11/h3,7H,4-5,9H2,1-2H3,(H,10,11)	Prenisteina	CC(=CCSCC(C(=O)O)N)C	-1.20000005	21359;5121218;25200435;28183222	COCONUT:(CNP0119163);HMDB:(12286);PubChem:(21359 5121218 25200435 28183222);CHEBI:(136985 47914);ZINC bio:(ZINC01530546 ZINC19440143);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(S-PRENYL-L-CYSTEINE)	69232746	190.089935302734	257.638349533081	1264_ms2_res_1686
549	1	2	2	0.308442959381892	-23.1377060364029	1	120.588909636043	C8H15NO2S	[M + H]+	ULHWZNASVJIOEM	InChI=1S/C8H15NO2S/c1-6(2)3-4-12-5-7(9)8(10)11/h3,7H,4-5,9H2,1-2H3,(H,10,11)	Prenisteina	CC(=CCSCC(C(=O)O)N)C	-1.20000005	21359;5121218;25200435;28183222	COCONUT:(CNP0119163);HMDB:(12286);PubChem:(21359 5121218 25200435 28183222);CHEBI:(136985 47914);ZINC bio:(ZINC01530546 ZINC19440143);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(S-PRENYL-L-CYSTEINE)	69232746	190.089950561523	270.766868591309	1327_ms2_res_1770
550	1	2	2	0.30825287643343	-23.1556672789908	1	120.588909636043	C8H15NO2S	[M + H]+	ULHWZNASVJIOEM	InChI=1S/C8H15NO2S/c1-6(2)3-4-12-5-7(9)8(10)11/h3,7H,4-5,9H2,1-2H3,(H,10,11)	Prenisteina	CC(=CCSCC(C(=O)O)N)C	-1.20000005	21359;5121218;25200435;28183222	COCONUT:(CNP0119163);HMDB:(12286);PubChem:(21359 5121218 25200435 28183222);CHEBI:(136985 47914);ZINC bio:(ZINC01530546 ZINC19440143);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(S-PRENYL-L-CYSTEINE)	69232746	190.089904785156	267.183208465576	1311_ms2_res_1748
551	1	2	2	0.30825287643343	-23.1556672789908	1	120.588909636043	C8H15NO2S	[M + H]+	ULHWZNASVJIOEM	InChI=1S/C8H15NO2S/c1-6(2)3-4-12-5-7(9)8(10)11/h3,7H,4-5,9H2,1-2H3,(H,10,11)	Prenisteina	CC(=CCSCC(C(=O)O)N)C	-1.20000005	21359;5121218;25200435;28183222	COCONUT:(CNP0119163);HMDB:(12286);PubChem:(21359 5121218 25200435 28183222);CHEBI:(136985 47914);ZINC bio:(ZINC01530546 ZINC19440143);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(S-PRENYL-L-CYSTEINE)	69232746	190.089950561523	246.996974945068	1214_ms2_res_1619
552	1	2	2	0.30825287643343	-23.1556672789908	1	120.588909636043	C8H15NO2S	[M + H]+	ULHWZNASVJIOEM	InChI=1S/C8H15NO2S/c1-6(2)3-4-12-5-7(9)8(10)11/h3,7H,4-5,9H2,1-2H3,(H,10,11)	Prenisteina	CC(=CCSCC(C(=O)O)N)C	-1.20000005	21359;5121218;25200435;28183222	COCONUT:(CNP0119163);HMDB:(12286);PubChem:(21359 5121218 25200435 28183222);CHEBI:(136985 47914);ZINC bio:(ZINC01530546 ZINC19440143);PubChem class - safety and toxic;Training Set;PubMed;Biocyc:(S-PRENYL-L-CYSTEINE)	69232746	190.089950561523	253.954753875732	1247_ms2_res_1663
553	1	3	3	0.308235571690796	-32.6212564949515	1	199.252057590532	C13H25NO3	[M - H2O + H]+	FHRQTSVMKLZYME	InChI=1S/C13H25NO3/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H2,14,15)(H,16,17)	null	C(CCCCCC(=O)N)CCCCCC(=O)O	3.032094	85711399	PubChem:(85711399)	2	226.18034362793	432.060699462891	2101_ms2_res_2802
554	1	3	3	0.307931684982764	-32.6107716276719	1	199.252057590532	C13H25NO3	[M - H2O + H]+	FHRQTSVMKLZYME	InChI=1S/C13H25NO3/c14-12(15)10-8-6-4-2-1-3-5-7-9-11-13(16)17/h1-11H2,(H2,14,15)(H,16,17)	null	C(CCCCCC(=O)N)CCCCCC(=O)O	3.032094	85711399	PubChem:(85711399)	2	226.180419921875	428.353443145752	2083_ms2_res_2778
555	1	1	1	0.307448628649618	-3.88040214773148	1	44.325392270618	C48H84NO8P	[M + H]+	FAUYAENFVCNTAL	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,35,37,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/p+1	1-stearoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC	13.6999998	5313405;5313406;5313407;24778875;24778876;24778877;101720272;102593671;134728745	COCONUT:(CNP0170629);HMDB:(8057);PubChem:(5313405 5313406 5313407 24778875 24778876 24778877 101720272 102593671 134728745);CHEBI:(84829);additional;PubChem class - bio and metabolites;MeSH:(24778876);Training Set;PubMed;Lipid:(PC 40:6)	4314382446	834.600402832031	717.498664855957	3510_ms2_res_4712
556	1	1	1	0.307448628649618	-3.88040214773148	1	44.325392270618	C48H84NO8P	[M + H]+	FAUYAENFVCNTAL	InChI=1S/C48H84NO8P/c1-6-8-10-12-14-16-18-20-22-23-24-25-27-29-31-33-35-37-39-41-48(51)57-46(45-56-58(52,53)55-43-42-49(3,4)5)44-54-47(50)40-38-36-34-32-30-28-26-21-19-17-15-13-11-9-7-2/h8,10,14,16,20,22,24-25,29,31,35,37,46H,6-7,9,11-13,15,17-19,21,23,26-28,30,32-34,36,38-45H2,1-5H3/p+1	1-stearoyl-2-docosahexaenoyl-sn-glycero-3-phosphocholine	CCCCCCCCCCCCCCCCCC(=O)OCC(COP(=O)(O)OCC[N+](C)(C)C)OC(=O)CCC=CCC=CCC=CCC=CCC=CCC=CCC	13.6999998	5313405;5313406;5313407;24778875;24778876;24778877;101720272;102593671;134728745	COCONUT:(CNP0170629);HMDB:(8057);PubChem:(5313405 5313406 5313407 24778875 24778876 24778877 101720272 102593671 134728745);CHEBI:(84829);additional;PubChem class - bio and metabolites;MeSH:(24778876);Training Set;PubMed;Lipid:(PC 40:6)	4314382446	834.600769042969	713.797702789307	3492_ms2_res_4687
